"","date","meanAT2","meanAT6","sum_R","rain_events","meanRH2","meanRH6","meanSWC5","sdSWC5","meanSWC15","sdSWC15","meanSWC30","meanST5","meanST15","meanST30","meanNEE","meanGPP","meanRECO","sdReco","bigR","bigRmm","DOY.x","Season","year","Pulse_DOY","DOY.y","PulseDays"
"21",2013-07-13,"24.676041666666666","24.778958333333332",0.254,1,"59.4801976475","54.058876106458335","18.041666666666668","0.7425299185043082","21.229166666666668","0.4721156988128058","9.06375","28.68125","29.84166666666667","28.241666666666667","1.88973653108125","0.16385008594583333","2.053586617","1.0989264414575002",0,0,194,"Summer",2013,0,194,194
"22",2013-07-14,"25.305","25.387916666666666",0,0,"58.464983351458336","53.36793842833333","17.0625","0.7551209731129611","20.25","0.4836393630660085","9.416041666666667","29.225","30.275","28.75","1.3111341385916666","0.5719897127083333","1.8831238513958333","0.40944488306280163",0,0,195,"Summer",2013,0,195,195
"23",2013-07-15,"25.046875","25.160416666666666",3.81,4,"57.117435913125","52.353989372916665","16.229166666666668","0.5920750016117797","19.520833333333332","0.5048523413086471","9.91","29.516666666666666","31.2125","29.472916666666666","0.6953612435785833","0.9943581366445834","1.68971938025","0.3122674261905396",0,0,196,"Summer",2013,0,196,196
"24",2013-07-16,"18.48875","18.68145833333333",15.621,7,"94.60166988208333","87.19119519708333","19.145833333333332","6.087898294826003","20.208333333333332","3.2743177743807985","9.66625","23.7875","26.579166666666666","28.320833333333333","0.986311798880625","0.4040534704504167","1.3903652693541666","0.7454615048687661",1,15.621,197,"Summer",2013,197,197,197
"25",2013-07-17,"22.521874999999998","22.59958333333333",0,0,"61.8375052275","56.23555168625","21.854166666666668","1.3044602858350356","24.979166666666668","0.48318088858681785","9.724583333333333","24.502083333333335","25.66875","25.877083333333335","1.1003610191508333","0.5141040052704167","1.6144650243958334","0.4122300685996115",0,0,198,"Summer",2013,0,198,198
"26",2013-07-18,"21.116875","21.154375",0,0,"66.54297264458333","61.64398500708334","18.75","0.5258592823546557","23.0625","0.38062980528111673","9.725833333333334","24.429166666666667","26.175","25.972916666666666","0.6190835040247916","0.9294030905995834","1.548486594625","0.42548796481122303",0,0,199,"Summer",2013,0,199,199
"27",2013-07-19,"20.404166666666665","20.612708333333334",7.747,4,"79.43150426270833","72.84579970375","20.3125","3.1421803809459847","22.791666666666668","0.9666071607836711","9.820416666666667","23.458333333333332","25.0625","25.729166666666668","0.3953018231498333","0.9676091453895833","1.3629109686041667","0.19387063434360968",1,7.747,200,"Summer",2013,200,200,200
"28",2013-07-20,"21.406666666666666","21.616041666666668",0,0,"76.96783341791667","70.367612289375","20.25","0.7579367289598671","23.75","0.4374401010624571","9.696666666666667","23.985416666666666","25.245833333333334","25.09375","0.2749917579676667","1.2212200472479167","1.4962118051458333","0.49504161168776406",0,0,201,"Summer",2013,0,201,201
"29",2013-07-21,"22.570833333333333","22.639166666666668",0,0,"73.38979877791667","67.73389344520834","18.708333333333332","0.682671969080611","22.875","0.3342186823915959","9.966458333333334","26.022916666666667","26.866666666666667","25.529166666666665","0.032025118316666684","1.59691606735","1.628941185625","0.429580114520309",0,0,202,"Summer",2013,0,202,202
"30",2013-07-22,"22.788333333333334","22.801458333333333",0,0,"70.488673091875","65.06074461416667","17.708333333333332","0.7131579129882528","22.1875","0.3942709559406878","10.329375","27.666666666666668","28.88125","26.816666666666666","-0.483660025025","2.1289798539750002","1.6453198289375","0.433236530964381",0,0,203,"Summer",2013,0,203,203
"31",2013-07-23,"22.417291666666667","22.49041666666667",4.699,6,"71.59223661291666","65.40151316895833","16.604166666666668","0.6758700071555168","21.270833333333332","0.4489419533509044","10.4775","27.702083333333334","29.395833333333332","27.677083333333332","-0.9938748428829166","2.5903324994104167","1.5964576565625","0.4684167568166334",0,0,204,"Summer",2013,0,204,204
"32",2013-08-01,"20.813958333333332","21.334583333333335",28.321,8,"77.32415707270833","68.96352366645833","18.895833333333332","6.842404723065712","20.375","3.960542787724527","10.702708333333334","24.377083333333335","26.897916666666667","27.891666666666666","0.1997204420815","1.2978137774375","1.4975342195","0.1668454070589678",1,28.321,213,"Summer",2013,213,213,213
"33",2013-08-02,"21.747291666666666","22.453125",0,0,"73.44809067875","64.166778704375","20.625","0.9368348704377336","24.5625","0.541984740595904","10.506874999999999","23.325","25.0375","25.7875","-0.87731770468","2.5091357475879166","1.631818043","0.20646308189115367",0,0,214,"Summer",2013,0,214,214
"34",2013-08-03,"24.786458333333332","25.408333333333335",0,0,"53.15483435645833","45.15193765895833","19.104166666666668","0.6599935080514163","23.166666666666668","0.3765318204201448","10.7075","25.7875","26.625","25.491666666666667","-1.8941822424416666","3.9048363243958333","2.0106540820416665","0.32960538914041837",0,0,215,"Summer",2013,0,215,215
"35",2013-08-04,"24.00625","24.474166666666665",2.413,2,"58.32900151520833","50.682164508125","17.770833333333332","0.7216408895642179","22","0","10.726458333333333","26.2","27.5","26.560416666666665","-1.6239458991229168","3.7012627721449998","2.0773168733125","0.40729288794833157",0,0,216,"Summer",2013,0,216,216
"36",2013-08-05,"20.842083333333335","21.084375",7.493,7,"73.91151597","66.472667754375","19.208333333333332","1.7739290634645561","22.75","1.2964764031133722","10.73875","24.4875","26.229166666666668","26.28125","-1.5243736981408333","3.3811706237291665","1.8567969255208332","0.45642452174764503",1,7.493,217,"Summer",2013,217,217,217
"37",2013-08-06,"19.66","20.092083333333335",0.254,1,"81.56036019604167","73.59852031833333","18.125","0.5695020328513218","22.5625","0.5011928446710384","10.694166666666666","23.464583333333334","25.164583333333333","25.491666666666667","-1.7578452249791667","3.5421389787860416","1.7842937535416667","0.2570869000920522",0,0,218,"Summer",2013,0,218,218
"38",2013-08-07,"21.27","21.703541666666666",0,0,"63.091533391666665","55.92036849416667","17.395833333333332","0.5737078456011503","21.458333333333332","0.5034663240460902","10.700625","24.9125","25.825","25.1625","-2.1283853257104166","4.222953020395833","2.0945676945416665","0.44984906198620034",0,0,219,"Summer",2013,0,219,219
"39",2013-08-08,"24.528541666666666","25.305208333333333",0,0,"37.800004711875","31.331299905625","16.479166666666668","0.5828475187682934","20.4375","0.5012604386860637","10.801458333333333","26.741666666666667","27.383333333333333","25.95","-2.07728836359375","4.719458729460208","2.6421703661666665","0.4192988610398792",0,0,220,"Summer",2013,0,220,220
"40",2013-08-09,"25.85875","26.590416666666666",0,0,"31.585931365625","26.612076505833333","15.5625","0.7409902887184012","19.354166666666668","0.48332110525006233","10.907291666666666","27.989583333333332","28.40625","26.777083333333334","-1.6493804329229167","4.556170730733333","2.906790297958333","0.3507298097498463",0,0,221,"Summer",2013,0,221,221
"41",2013-08-19,"25.917291666666667","26.7075",5.207,2,"40.99248942208333","34.244474886875","8.520833333333334","0.5048523413086471","13.6875","0.468345101153758","11.060625","28.016666666666666","30.35625","29.960416666666667","0.47434706095125","1.0762064727785416","1.5505535337916667","0.2416647899727058",1,5.207,231,"Summer",2013,231,231,231
"42",2013-08-20,"23.420208333333335","23.865208333333335",0.889,1,"57.11894492270834","49.95770708145833","9.75","0.6994470549031817","13.125","0.33411729649522337","10.929583333333333","24.583333333333332","27.2","28.133333333333333","0.5222334480230625","0.9214430609583334","1.4436765088458334","0.45988348396879053",0,0,232,"Summer",2013,0,232,232
"43",2013-08-21,"24.242708333333333","24.346458333333334",0,0,"53.613795235","47.937456394583336","10.729166666666666","1.0259031084466526","13.375","0.6398741660674475","10.883750000000001","27.73125","28.433333333333334","27.30625","-0.018633598827708334","1.408421509275625","1.3897879104666666","0.3398962093103956",0,0,233,"Summer",2013,0,233,233
"44",2013-08-22,"24.754166666666666","25.13125",0,0,"47.789381663125","42.42686979333333","10.75","0.837849711994862","13.4375","0.5011928446710384","10.977083333333333","28.76875","29.845833333333335","28.179166666666667","0.05495018198979166","1.3488711364639583","1.40382131844375","0.2887223227347758",0,0,234,"Summer",2013,0,234,234
"45",2013-08-23,"24.057708333333334","24.29125",3.175,5,"51.005612841875","45.73477272458334","10.458333333333334","0.6509676376351031","13.375","0.48924605479008165","11.112083333333333","29.079166666666666","30.09375","28.502083333333335","0.189754963675","1.2327406509625","1.4224956146416667","0.3005032237698494",0,0,235,"Summer",2013,0,235,235
"46",2013-08-29,"19.711458333333333","19.951666666666668",10.414,8,"88.82502887708333","81.43856681375","13.708333333333334","5.4575871695942935","12.791666666666666","0.4103315202001417","10.440625","24.445833333333333","26.539583333333333","27.4125","0.5249904202975","0.8530818334243749","1.3780722536458334","0.17340878333976856",1,10.414,241,"Summer",2013,241,241,241
"47",2013-08-30,"20.680416666666666","21.22125",0.254,1,"80.74884426895834","71.98671551541666","18.375","1.0026222564325373","13","0.899134516329773","10.112916666666667","22.075","23.864583333333332","25.65833333333333","0.4674241404570833","0.9735255644583333","1.4409497048541666","0.22333968635529455",0,0,242,"Summer",2013,0,242,242
"48",2013-08-31,"23.722916666666666","24.034375",0,0,"61.009119420625","54.426967355","16.354166666666668","0.5644201928300141","14.9375","0.931780845556074","10.147291666666666","24.897916666666667","25.65","24.979166666666668","0.07462265439958332","1.5757093208891666","1.6503319753333334","0.3164962473545097",0,0,243,"Summer",2013,0,243,243
"49",2013-09-01,"25.095833333333335","25.472291666666667",0,0,"54.594139038125","48.398510845833336","15","0.5832276507039972","15.291666666666666","0.5439009573543256","10.300416666666667","26.835416666666667","27.797916666666666","26.266666666666666","-0.19029290241770833","1.960777109120625","1.7704842067916666","0.47368692117850325",0,0,244,"Summer",2013,0,244,244
"50",2013-09-02,"25.768541666666668","26.02875",0,0,"46.967830545625","41.758702305625","13.645833333333334","0.6007662324371599","14.708333333333334","0.5035336128708591","10.510625","28.495833333333334","29.26875","27.127083333333335","0.0051859171654166656","1.7409927157666667","1.746178632875","0.4994744295683379",0,0,245,"Summer",2013,0,245,245
"51",2013-09-08,"19.362916666666667","19.632291666666667",7.874,6,"85.31312072645834","77.2100236925","16.937499999958334","5.664151109133173","12.208333333333334","0.4103315202001417","10.335416666666667","23.335416666666667","25.53125","26.558333333333334","0.7379771100004167","0.6128940827145833","1.3508711927291666","0.5435663270822918",1,7.874,251,"Summer",2013,251,251,251
"52",2013-09-09,"17.979791666666667","18.229583333333334",4.699,5,"95.97089935520833","88.13453145791667","19","1.7863791768096127","12","0","10.105833333333333","21.391666666666666","23.170833333333334","25.09375","0.5437444690575","0.6906614063625","1.2344058753958334","0.19676955224440376",0,0,252,"Summer",2013,0,252,252
"53",2013-09-10,"19.952291666666667","20.2125",0,0,"75.631573036875","68.13164269229166","18.604166666666668","0.8929509046817115","13.333333333333334","1.15464185514329","10.139791666666667","21.685416666666665","23.3875","24.13125","0.23009276386875","1.2615849790687501","1.4916777429166668","0.2586959343311305",0,0,253,"Summer",2013,0,253,253
"54",2013-09-11,"21.132708333333333","21.563125",0,0,"58.996359000625","51.7709723075","16.479166666666668","0.5047181063130466","14.770833333333334","0.8312103100937723","10.055625","22.910416666666666","24.383333333333333","24","0.10272096448125001","1.64597227709375","1.7486932415625","0.34389819784890824",0,0,254,"Summer",2013,0,254,254
"55",2013-09-12,"21.023958333333333","21.288125",20.066,5,"69.88585196125","62.831855617916666","17.9375","4.8688597427947595","14.895833333333334","0.6915290174690243","10.1825","23.36875","25.114583333333332","24.658333333333335","0.19028075940666667","1.6580391691458334","1.8483199285833334","0.43585438545874855",1,20.066,255,"Summer",2013,255,255,255
"56",2013-09-13,"21.887916666666666","22.144583333333333",0,0,"71.73795900979167","64.718165211875","21.291666666666668","1.4869180031054574","20.583333333333332","1.1266924097805013","10.180416666666666","23.25","24.629166666666666","24.535416666666666","0.47448256072708334","1.57074982915","2.0452323899375","0.3891964758514139",0,0,256,"Summer",2013,0,256,256
"57",2013-09-14,"22.698541666666667","22.906041666666667",0,0,"64.27659876916667","58.186474877500004","18.291666666666668","0.5818803334253582","19.895833333333332","0.3087092781885836","10.204791666666667","24.222916666666666","25.383333333333333","24.5875","0.25902057328541667","1.9148234512072917","2.173844024416667","0.6101362851399308",0,0,257,"Summer",2013,0,257,257
"58",2013-09-15,"23.940833333333334","24.026041666666668",0,0,"52.14126359375","47.325356740625","17.145833333333332","0.583021877515114","18.604166666666668","0.49399828858568917","10.271875","25.772916666666667","26.86875","25.395833333333332","0.033006351290000006","2.1505673312604165","2.1835736825625","0.3311843178058908",0,0,258,"Summer",2013,0,258,258
"59",2013-09-16,"23.874166666666667","24.024791666666665",0,0,"54.378812804166664","49.44227691125","15.979166666666666","0.635248783838583","17.5625","0.5012604386860637","10.335208333333334","26.354166666666668","27.36875","26.039583333333333","0.005673322962499983","2.0147642623895834","2.0204375854166665","0.2512146743131519",0,0,259,"Summer",2013,0,259,259
"60",2013-09-20,"21.719375","22.159583333333334",14.732,4,"63.29669123791667","56.002840086250004","16.458333333333332","5.829294742241151","14.625","0.5308927705052348","10.892291666666667","24.54375","26.84375","26.533333333333335","0.20815944689250002","1.70517899648125","1.9133384433958334","0.3463996073132155",1,14.732,263,"Summer",2013,263,263,263
"61",2013-09-21,"21.374166666666667","21.713125",0,0,"60.014910426041666","53.38567834875","19.770833333333332","0.8809951658604623","18.125","1.0026560471747876","10.625208333333333","22.06875","24.039583333333333","24.822916666666668","0.21507500463916665","1.6541511747689583","1.8692261794791667","0.36325322674925015",0,0,264,"Summer",2013,0,264,264
"62",2013-09-22,"21.876458333333332","22.223958333333332",0,0,"53.90091429645833","47.807128247083334","17.5","0.54552846035412494","18.208333333333332","0.4103315202001417","10.394583333333333","22.68541666666667","24.504166666666666","24.341666666666665","0.044688885047708335","1.8144323168660417","1.859121201875","0.32004636161600647",0,0,265,"Summer",2013,0,265,265
"63",2013-09-23,"19.955416666666668","20.625",0,0,"36.98824948875","30.956790885416666","16.166666666666668","0.55831705900605","17.25","0.43751754463087555","10.263333333333334","22.23125","24.258333333333333","24.125","-0.40001459315166665","2.002505615122917","1.6024910219166666","0.35253400689021613",0,0,266,"Summer",2013,0,266,266
"64",2013-09-24,"22.341041666666666","22.997916666666665",0,0,"26.484835402083334","22.136040771458333","15.291666666666666","0.503399026226894","16.479166666666668","0.5047852282729014","10.313958333333334","22.695833333333333","24.289583333333333","24.00625","-0.44436046162916665","2.1218652796625","1.6775048181041667","0.30792155622793577",0,0,267,"Summer",2013,0,267,267
"65",2013-11-22,"12.055791666666666","12.363458333333334",6.985,7,"77.50922404229166","70.687793269375","4.666666666666667","0.47625081130080377","8.916666666666666","0.2793101938654641","8.571666666666667","13.072916666666666","14.93125","16.102083333333333","0.67056849154375","0.0473424761726875","0.7179109677166666","0.6339654342413521",1,6.985,326,"Winter",2013,326,326,326
"66",2013-11-23,"3.7615625","3.9558333333333335",7.112,12,"96.99568425583334","92.12460275020834","8.375","3.965919833392765","8","0","8.501875","7.852083333333334","10.833333333333334","14.83125","0.3802244776791667","0.006518776069375","0.3867432537479167","0.2256968870835674",1,7.112,327,"Winter",2013,327,327,327
"67",2013-11-24,"3.616604166666667","3.760875",0,0,"90.30299114125","85.36864323333333","15.5625","0.7409902887184012","8.666666666666666","0.8832563863180561","8.270833333333334","7.4249999999375","9.40625","13.1625","0.21028745597145834","0.09135710349310416","0.30164455945833335","0.1970415314301743",0,0,328,"Winter",2013,0,328,328
"68",2013-11-25,"4.261708333333333","4.718166666666667",0,0,"79.42394488708334","73.35600748604166","13.4375","0.5011252415386298","10.770833333333334","0.8564645532290548","8.216041666666666","6.191666666625","8.752083333333333","12.245833333333334","0.27033902803375","0.10444917121833334","0.3747881992604167","0.2406049743417045",0,0,329,"Winter",2013,0,329,329
"69",2013-11-26,"6.0341875","6.410083333333334",0,0,"55.844321970833334","50.24896630145833","12.520833333333334","0.504583835606763","11.479166666666666","0.5047852282729014","8.183541666666667","5.9562499999375","8.393749999958333","11.604166666666666","0.60611806974375","0.020167936785625","0.62628600653125","0.39529510679925567",0,0,330,"Winter",2013,0,330,330
"70",2013-11-27,"5.8851249999999995","6.224645833333334",0,0,"42.540715479583334","38.3546087725","11.979166666666666","0.25163220179539336","11.9375","0.24434587339940886","7.990625","6.35","8.202083333333333","11.21875","0.4358680174089792","0.038528877875875","0.4743968952854167","0.19297586769582745",0,0,331,"Winter",2013,0,331,331
"71",2014-03-01,"10.806791666666667","11.051520833333333",19.558,18,"65.89085187520833","60.59033117895834","7.8125","7.003228134741081","9.979166666666666","0.14433756729740643","8.90125","14.074999999979166","16.166666666666668","16.229166666666668","0.3861141500975","0.03371106406041667","0.41982521415833335","0.4207602056796354",1,19.558,60,"Spring",2014,60,60,60
"72",2014-03-02,"8.232479166666666","8.3923125",2.54,4,"77.27199021979166","70.47670362166667","20.083333333333332","1.5133756384149606","17.145833333333332","3.470135284064416","8.755208333333334","11.3375","13.0125","14.625","0.6840138924166667","7.269572270833333e-4","0.68474084964375","0.4620336735153279",0,0,61,"Spring",2014,0,61,61
"73",2014-03-03,"11.110791666666668","11.295041666666666",0,0,"65.42192877604167","58.941514968125","17.104166666666668","0.5549160803237998","19.25","0.4374401010624571","8.71","13.002083333333333","14.129166666666666","14.275","0.6413893046458333","0.046116359696666664","0.6875056643354167","0.4731698263880938",0,0,62,"Spring",2014,0,62,62
"74",2014-03-04,"12.5425","12.894166666666667",0,0,"56.49337153375","49.655326224583334","15.708333333333334","0.5439632443954733","18.291666666666668","0.4592658793761202","8.709583333333333","13.4625","14.614583333333334","14.4875","0.47294443175833334","0.04496929233541667","0.5179137240916667","0.16793789298319803",0,0,63,"Spring",2014,0,63,63
"75",2014-03-05,"13.502125","14.044375",0,0,"44.158489758125","38.059585419166666","15.125","0.6722532112586563","17.604166666666668","0.49413543569570556","8.763541666666667","13.999999999979167","15.370833333333334","14.691666666666666","0.5632895840354166","0.08330923476354167","0.6465988187958334","0.4146146131270166",0,0,64,"Spring",2014,0,64,64
"76",2014-07-03,"23.694166666666668","23.840833333333332",6.223,5,"57.110681965625","50.23867174083333","4.270833333333333","1.0862786214331357","7.333333333333333","0.47632194463125616","9.564583333333333","29.49375","31.59375","31.883333333333333","1.4426525890814583","0.031685649302083334","1.47433823838125","1.4320120416262487",1,6.223,184,"Summer",2014,184,184,184
"77",2014-07-04,"21.774791666666665","21.960625",0,0,"71.18199397333333","63.615390718125","5.4375","1.218702925687912","7.104166666666667","0.3711965116436985","9.198541666666667","26.504166666666666","28.579166666666666","29.927083333333332","1.5296186249916666","0","1.5296186249916666","1.1519805567899404",0,0,185,"Summer",2014,0,185,185
"78",2014-07-05,"23.321458333333332","23.473333333333333",0,0,"65.467148889375","58.25451215354167","6.9375","1.099351316334682","7.4375","0.5013280235873938","9.12875","28.029166666666665","29.152083333333334","28.997916666666665","1.1923296140125","0.056302032464791665","1.2486316464791667","0.6082834659235148",0,0,186,"Summer",2014,0,186,186
"79",2014-07-06,"23.274375","23.45375",0,0,"62.86322409395833","56.46418090625","7.166666666666667","0.8335659433872193","7.520833333333333","0.5048523413086471","9.04375","27.41875","28.941666666666666","28.895833333333332","0.6545099178558333","0.6157017252960625","1.2702116431125","0.427598474821265",0,0,187,"Summer",2014,0,187,187
"80",2014-07-07,"20.373541666666668","20.681666666666665",1.778,2,"81.94253303166667","73.46484294291666","6.854166666666667","0.6180013138653178","7.270833333333333","0.44909286028962936","8.784583333333334","24.59583333333333","26.93958333333333","28.291666666666668","1.2421371363765","0.228871849463125","1.4710089858625","0.5602867916285033",0,0,188,"Summer",2014,0,188,188
"81",2014-07-10,"23.3525","23.558541666666667",5.588,3,"60.926962985416665","53.7157864225","7.5","1.1107526792679723","8.104166666666666","0.6598908331414366","8.897291666666666","27.491666666666667","28.547916666666666","27.7625","1.7142349393645833","0.3257411991483333","2.0399761385625","0.5463290628792755",1,5.588,191,"Summer",2014,191,191,191
"82",2014-07-11,"22.981875","23.077083333333334",12.7,6,"65.387927293125","58.11408478916667","11.395833333333334","5.872311280255635","8.145833333333334","0.7434248228823994","8.926875","27.79375","28.441666666666666","27.660416666666666","1.60102986285","0.38214624981154166","1.983176112625","0.687663846360196",1,12.7,192,"Summer",2014,192,192,192
"83",2014-07-12,"23.40041666666667","23.508333333333333",11.684,2,"64.42648271416667","57.04620180041667","20.395833333333332","2.5059416939565637","8.708333333333334","1.1290204495581715","8.944583333333334","26.658333333333335","27.99375","27.589583333333334","1.6499580122083333","0.28619067843375","1.9361486906875","0.7175359385218091",1,11.684,193,"Summer",2014,193,193,193
"84",2014-07-13,"23.26375","23.410416666666666",0,0,"67.07902317416666","59.35132218979167","20.625","1.3933247439192102","17.145833333333332","1.8333181899826703","8.962291666666667","26.591666666666665","27.795833333333334","27.514583333333334","2.14551236811875","0.038693385377083334","2.1842057535","1.032189085146763",0,0,194,"Summer",2014,0,194,194
"85",2014-07-14,"22.876458333333332","23.047083333333333",6.35,6,"71.50771493895833","63.938392133125","18.8125","1.619628319929676","17.791666666666668","0.7132529204583431","8.941041666666667","27.525","28.554166666666667","27.560416666666665","1.309389453075","0.18879460944375","1.4981840625416667","0.4243042155709961",1,6.35,195,"Summer",2014,195,195,195
