"","date","meanAT2","meanAT6","sum_R","rain_events","meanRH2","meanRH6","meanSWC5","meanSWC15","meanSWC30","meanST5","meanST15","meanST30","meanNEE","meanGPP","meanRECO","sdReco","bigR","bigRmm","DOY.x","observation","Season","year","Pulse_DOY","DOY.y","PulseDays"
"11",2013-01-10,8.39,9.025875,0,0,39.456330511875,35.4306508627083,10.7083333333333,12.8541666666667,7.77520833333333,5.89791666666667,6.84583333333333,7.62083333333333,0.340866374791667,0.175353390612292,0.516219765402083,0.19472943839113,0,0,10,11,"Winter",2013,0,NA,0
"12",2013-01-11,0.567916666666667,0.7944375,0,0,52.3148526789583,49.813934121875,10.625,12.9375,7.90708333333333,5.24166666666667,7.55208333333333,8.04375,0.206029297601042,0.107016185383125,0.31304548298125,0.337953183087111,0,0,11,12,"Winter",2013,0,NA,0
"13",2013-01-12,-3.1481875,-2.37735416666667,0,0,40.616658868125,36.646102085,9.60416666666667,12,7.80145833333333,1.01041666665695,3.75416666666667,6.89791666666667,0.0423217319393812,0.0798354694777083,0.122157201426667,0.0337351204669384,0,0,12,13,"Winter",2013,0,NA,0
"14",2013-01-13,-2.1021875,-1.44339583333333,0,0,32.2366193808333,28.91433712,8.60416666666667,11.8125,7.76791666666667,0.38125,2.61041666666667,5.50208333333333,0.005043750448125,0.145536848831458,0.150580599293542,0.124848319987248,0,0,13,14,"Winter",2013,0,NA,0
"15",2013-01-14,-4.24833333333333,-3.65452083333333,0,0,37.8360487829167,34.5166916964583,8.4375,11.625,7.82229166666667,-0.0708333333333333,2.32916666666667,4.94791666666667,0.0555866274938125,0.048378499015625,0.103965126508542,0.0872862932152248,0,0,14,15,"Winter",2013,0,NA,0
"16",2013-01-15,-4.04408333333333,-3.52510416666667,0,0,36.492112835625,33.6460449077083,7.6875,11.1458333333333,7.59979166666667,-0.787499999999933,1.52083333333333,4.38125,-0.022015752778125,0.134367411924375,0.112351659145833,0.147148899508624,0,0,15,16,"Winter",2013,0,NA,0
"17",2013-01-16,3.06202083333333,3.28647916666667,0,0,20.80850578625,19.0332459783333,8.875,11.4166666666667,7.38979166666667,0.908333333333333,2.475,4.09166666666667,0.0689115266533333,0.0918585513933333,0.1607700780475,0.123044702816889,0,0,16,17,"Winter",2013,0,NA,0
"18",2013-01-17,6.89504166666667,7.44329166666667,0,0,24.8190884775,22.4437254029167,10.3125,11.7291666666667,7.56708333333333,3.48541666666667,4.575,4.75625,0.0660574037576667,0.105199068506396,0.171256472262917,0.106088337284666,0,0,17,18,"Winter",2013,0,NA,0
"19",2013-01-18,9.02460416666667,10.1569375,0,0,23.878076298125,20.5781753658333,10.2708333333333,12.1666666666667,7.50708333333333,4.57291666664583,5.7,5.71458333333333,0.118989269727937,0.0463796116395833,0.165368881367292,0.111627602247804,0,0,18,19,"Winter",2013,0,NA,0
"20",2013-01-19,12.6404166666667,13.4972916666667,0,0,22.090686419375,19.1808675633333,10.3333333333333,12.4166666666667,7.58916666666667,6.38333333322917,7.27499999995833,6.52291666666667,0.096029444104375,0.0986691869165208,0.194698631025417,0.150236772760933,0,0,19,20,"Winter",2013,0,NA,0
"21",2013-01-20,12.7285416666667,13.6760416666667,0,0,30.7793387202083,27.09699421375,10.3333333333333,12.4791666666667,7.79083333333333,8.30208333333333,9.21874999995833,7.74583333333333,0.155019003485625,0.0680110592138125,0.2230300627,0.121359815360784,0,0,20,21,"Winter",2013,0,NA,0
"22",2013-01-21,13.8510416666667,14.661875,0,0,31.4515801425,27.7181915166667,10.2916666666667,12.6458333333333,7.885,9.52916666660417,10.4833333333333,8.8,0.17045600945125,0.0746703594652083,0.245126368914583,0.0931905666905617,0,0,21,22,"Winter",2013,0,NA,0
"23",2013-01-22,14.08375,15.1225,0,0,28.2213444039583,24.4463591864583,10.1458333333333,12.6458333333333,7.93770833333333,9.96875,11.2312499999375,9.6125,0.250062262194542,0.0983729822910417,0.3484352444875,0.379784830749996,0,0,22,23,"Winter",2013,0,NA,0
"24",2013-01-23,14.2829166666667,15.4510416666667,0,0,28.1173025764583,24.3453719708333,10,12.6041666666667,7.97333333333333,10.08125,11.30625,10.0958333333333,0.196662507935625,0.111352749800417,0.30801525773125,0.0669085556368103,0,0,23,24,"Winter",2013,0,NA,0
"25",2013-01-24,14.1595833333333,14.7716666666667,0,0,42.3153837589583,38.2629897089583,9.9375,12.5625,8.0725,11.19375,11.8645833333333,10.5458333333333,0.153504019518125,0.17929044690125,0.332794466420833,0.0619464207991933,0,0,24,25,"Winter",2013,0,NA,0
"26",2013-01-25,14.0210416666667,14.47875,0,0,54.92206253625,50.4700734472917,9.77083333333333,12.5416666666667,8.0525,12.1333333332917,12.7020833333333,11.1791666666667,0.222362035323583,0.166665756077708,0.389027791391667,0.128865965512474,0,0,25,26,"Winter",2013,0,NA,0
"27",2013-01-26,11.0035416666667,11.2284583333333,7.239,11,90.088541324375,83.8049407735417,9.58333333333333,12.3541666666667,8.21166666666667,12.08125,13.1083333333333,11.8833333333333,0.146090591249792,0.356808050729167,0.502898641970833,0.408890974831676,1,7.239,26,27,"Winter",2013,26,26,26
"28",2013-01-27,9.73504166666667,9.88610416666667,0.762,3,82.945436835,77.2259919666667,11.7708333333333,12.4166666666667,8.30208333333333,10.9229166666458,12.0416666666667,11.7,0.283759900612083,0.11730507458375,0.401064975204167,0.216101138399986,0,0,27,28,"Winter",2013,0,27,27
"29",2013-01-28,6.05172916666667,6.1335,0.889,2,83.636790590625,79.5279901822917,12.75,13.4166666666667,8.35729166666667,8.67708333333333,10.4375,11.2354166666667,0.208103322761875,0.2137224566625,0.421825779418542,0.310012060759309,0,0,28,29,"Winter",2013,0,28,28
"30",2013-01-29,-0.281625,-0.0483958333333333,3.048,4,72.85553781625,68.57875636125,13.9583333333333,14.375,8.25875,4.15416666666667,7.53125,9.84791666666667,0.117286193842083,0.0545967883681875,0.171882982218542,0.140927205534059,0,0,29,30,"Winter",2013,0,29,29
"31",2013-01-30,2.3165625,2.97441666666667,0,0,53.4835055697917,47.9157068910417,14.2291666666667,16.4166666666667,8.19625,3.54166666666667,5.84375,8.05208333333333,0.124292354020417,0.100567556690625,0.224859910696042,0.239704076858732,0,0,30,31,"Winter",2013,0,30,30
"32",2013-01-31,6.91354166666667,7.55066666666667,0,0,38.8792855527083,34.116990278125,13.7083333333333,16.3958333333333,8.224375,4.76458333333333,6.00625,7.63125,0.129053059193708,0.108115919955625,0.237168979152083,0.184405996885528,0,0,31,32,"Winter",2013,0,NA,0
"33",2013-02-01,10.5512291666667,11.5752708333333,0,0,29.0792604566667,24.067441571875,13.3125,16.375,8.08645833333333,6.04583333325,7.28958333329167,7.7875,0.112814788514375,0.137628106040688,0.250442894558333,0.0899329973741088,0,0,32,33,"Winter",2013,0,NA,0
"34",2013-02-02,13.5072916666667,14.2372916666667,0,0,22.553178205625,19.3069249489583,13.2083333333333,16.3333333333333,8.13125,7.8125,8.89583333327083,8.54583333333333,0.286565060926083,0.10324862391125,0.389813684833333,0.172146381536681,0,0,33,34,"Winter",2013,0,NA,0
"35",2013-02-03,11.334375,12.0872916666667,0,0,39.6477498408333,34.2349534379167,12.9791666666667,16,8.236875,9.16041666666667,9.99166666664583,9.525,0.255847121091688,0.133499846771875,0.389346967864583,0.342025660874692,0,0,34,35,"Winter",2013,0,NA,0
"36",2013-02-04,10.7817291666667,11.4889583333333,0,0,51.46353208875,45.5645252154167,12.6666666666667,15.75,8.240625,9.2625,10.0666666666667,9.73958333333333,0.223306147694375,0.152834636557292,0.376140784264583,0.106072776229596,0,0,35,36,"Winter",2013,0,NA,0
"37",2013-02-05,11.1196041666667,11.7087083333333,0,0,54.741964501875,49.6347795927083,12.3541666666667,15.5625,8.26854166666667,9.78958333333333,11.0395833332917,10.2,0.195324162735208,0.254541733342292,0.449865896077083,0.130224247949667,0,0,36,37,"Winter",2013,0,NA,0
"38",2013-02-06,10.3083541666667,10.9285,0,0,53.286068594375,47.8393317454167,12.1875,15.2708333333333,8.175,9.6520833333125,11.1187499999583,10.575,0.254618328018646,0.214057679075208,0.468676007091667,0.100666496150274,0,0,37,38,"Winter",2013,0,NA,0
"39",2013-02-07,9.58075,10.3867916666667,0,0,50.8311367802083,45.2791883033333,12.0416666666667,15.1041666666667,8.15791666666667,9.4749999999375,11.1687499999583,10.5958333333333,0.195199580549271,0.3052376377125,0.50043721826875,0.129437176213777,0,0,38,39,"Winter",2013,0,NA,0
"40",2013-02-08,10.3486041666667,10.8808125,0,0,27.4159983134792,24.0434587948333,11.5416666666667,14.6666666666667,8.21645833333333,9.05625,10.56875,10.6104166666667,0.409775727257146,0.22196809007875,0.631743817341667,0.236062691747788,0,0,39,40,"Winter",2013,0,NA,0
"41",2013-02-09,2.35127083333333,2.632,1.143,1,62.716279885625,59.3867904979167,11,14.125,8.39229166666667,6.80833333333333,9.3458333333125,10.2708333333333,0.226252015958479,0.103902818316104,0.33015483428125,0.247759789346655,0,0,40,41,"Winter",2013,0,NA,0
"42",2013-02-10,2.986,3.64991666666667,0,0,42.8006592852083,37.9579834791667,10.6041666666667,13.6041666666667,8.46375,4.89999999995833,7.46666666660417,8.88958333333333,0.064495929891625,0.132948711327292,0.197444641214583,0.0876836288924393,0,0,41,42,"Winter",2013,0,NA,0
"43",2013-02-11,1.80958333333333,2.28516666666667,0,0,56.3691009139583,52.949181868125,10.4166666666667,13.3958333333333,8.50479166666667,4.18541666666667,6.41041666666667,8.23541666666667,-0.00471856064770833,0.120486198896896,0.115767638234375,0.107747730257789,0,0,42,43,"Winter",2013,0,NA,0
"44",2013-02-12,-0.0878541666666667,0.2493125,2.286,2,79.383579461875,75.7367610052083,10.9583333333333,13.375,8.39375,5.51874999995833,7.30416666664583,8.025,0.0731891514726555,0.022193494615625,0.0953826460861138,0.207100998847679,0,0,43,44,"Winter",2013,0,NA,0
"45",2013-02-13,4.46033333333333,5.096,0,0,42.0075109545833,37.0887289916667,12.3958333333333,13.4166666666667,8.43541666666667,4.90833333333333,6.64375,7.825,-0.0752944466209333,0.11937611837,0.0440816717531083,0.0815846551408033,0,0,44,45,"Winter",2013,0,NA,0
"46",2013-02-14,7.2668125,7.87314583333333,0,0,32.3989862483333,28.4469935320833,12.3125,13.5416666666667,8.450625,5.77499999991667,7.36875,7.8625,0.060389972770625,0.0489569571775,0.109346929947083,0.113584783499628,0,0,45,46,"Winter",2013,0,NA,0
"47",2013-02-15,9.35339583333333,9.7658125,0,0,26.5568248854167,23.8292361426667,12.3541666666667,13.9375,8.43333333333333,7.52916666666667,8.53333333333333,8.425,-0.0185623532597917,0.183294232147917,0.164731878886042,0.0849081696318816,0,0,46,47,"Winter",2013,0,NA,0
"48",2013-02-16,9.5794375,10.2469166666667,0,0,22.3107433410417,19.279443458125,12.125,14.0625,8.485625,7.66458333329167,8.98541666660417,8.775,0.0167008405048958,0.250528567556583,0.267229408052083,0.094466488373144,0,0,47,48,"Winter",2013,0,NA,0
"49",2013-02-17,11.2452291666667,11.9994583333333,0,0,16.2655084983333,13.3788200162292,12.125,14.25,8.474375,8.62083333325,9.94791666666667,9.25208333333333,0.190517482409854,0.194430941931146,0.384948424339583,0.164588942208061,0,0,48,49,"Winter",2013,0,NA,0
"50",2013-02-18,10.1214375,10.784375,0,0,20.1055164339583,17.32427331125,11.7916666666667,14.1458333333333,8.598125,8.71458333327083,10.0437499999792,9.7375,0.0729098941215833,0.234913468688958,0.307823362808333,0.0852388237587936,0,0,49,50,"Winter",2013,0,NA,0
"51",2013-02-19,9.8446875,10.2240625,0,0,38.4617566691667,35.895748011875,11.375,13.9166666666667,8.70958333333333,8.45833333333333,9.57083333333333,9.76875,0.43564389797375,0.0866453741394583,0.522289272114583,0.33846579370108,0,0,50,51,"Winter",2013,0,NA,0
"52",2013-02-20,1.18254166666667,1.30016666666667,0,0,74.2235559710417,72.2226774233333,10.9583333333333,13.5,8.78479166666667,6.45,8.25,9.5625,0.280667424414792,0.0298570387691667,0.310524463180625,0.302894872466597,0,0,51,52,"Winter",2013,0,NA,0
"53",2013-02-21,-0.122333333333333,0.307125,5.842,3,82.6627015108333,78.7463294025,14.75,14.7083333333333,8.778125,4.63333333333333,6.84166666666667,8.42708333333333,0.0741929325222917,0.0803128417454167,0.154505774264583,0.0964903717593126,1,5.842,52,53,"Winter",2013,52,52,52
"54",2013-02-22,2.77864583333333,3.15454166666667,0,0,72.8448432495833,67.7401742835417,16.4791666666667,19.3125,8.629375,5.66458333327083,7.16875,7.96041666666667,0.20146337718,0.05864088808375,0.260104265265,0.18353704417375,0,0,53,54,"Winter",2013,0,53,53
"55",2013-02-23,6.08922916666667,6.6916875,0,0,48.0891828466667,42.7473692104167,15.1666666666667,18.75,8.775625,6.379166666625,7.75624999997917,8.07916666666667,0.132852730264583,0.129222171880208,0.262074902125,0.115883875574779,0,0,54,55,"Winter",2013,0,54,54
"56",2013-02-24,2.40739583333333,2.81375,0,0,40.8109367841667,37.2820079697917,14.2291666666667,18.0416666666667,8.81833333333333,5.51666666666667,7.61041666666667,8.37708333333333,-0.149832237905417,0.312333016931208,0.162500778994375,0.0585294731013148,0,0,55,56,"Winter",2013,0,55,55
"57",2013-02-25,1.9454375,2.51702083333333,0,0,39.1218396377083,34.9043406964583,13.5416666666667,17.3541666666667,8.59020833333333,4.77916666666667,6.72291666666667,7.61875,0.0313883129369583,0.0798236868715417,0.111211999810417,0.054889070284313,0,0,56,57,"Winter",2013,0,56,56
"58",2013-02-26,5.80935416666667,6.455625,0,0,28.4566331391667,24.7966960416667,13.375,17.3125,8.56895833333333,5.97291666660417,7.75833333333333,7.70833333333333,0.0556118406675,0.0805589206008333,0.136170761270833,0.0826162833612046,0,0,57,58,"Winter",2013,0,NA,0
"59",2013-02-27,6.00802083333333,6.47525,0,0,23.3737916185417,20.4216720227292,13.2916666666667,17.1041666666667,8.6825,6.93333333333333,8.57708333327083,8.19583333333333,0.0103421111643542,0.0950008316929167,0.105342942855208,0.081246098420762,0,0,58,59,"Winter",2013,0,NA,0
"60",2013-02-28,6.6799375,7.18866666666667,0,0,19.0906226302083,16.5932360521667,13,16.6875,8.9,7.04583333333333,8.65,8.49583333333333,0.0885793100351458,0.090405114898125,0.178984424930208,0.245683693240114,0,0,59,60,"Winter",2013,0,NA,0
"61",2013-03-01,11.1305625,11.8169791666667,0,0,18.6097281129167,15.8635276666667,12.9375,16.5208333333333,8.893125,8.50624999991667,9.69166666666667,8.825,0.153888669256292,0.0805815227858333,0.234470192045417,0.180615290880446,0,0,60,61,"Spring",2013,0,NA,0
"62",2013-03-02,14.7695833333333,15.7829166666667,0,0,19.4499913738958,16.2284940165,12.875,16.8125,8.95541666666667,10.85625,11.93125,9.88333333333333,0.0959310729766667,0.21410278617125,0.310033859164583,0.222953998209742,0,0,61,62,"Spring",2013,0,NA,0
"63",2013-03-03,15.9491666666667,16.7791666666667,0,0,16.763309386125,13.8427249415625,12.7291666666667,16.7291666666667,9.06979166666667,11.9437499999792,13.4083333333125,11.0479166666667,0.192077819719167,0.132952169296062,0.32502998901875,0.0998366230204625,0,0,62,63,"Spring",2013,0,NA,0
"64",2013-03-04,13.81625,14.194375,0,0,23.9354961114583,21.50387025875,12.5625,16.6875,9.331875,13.425,14.925,12.1979166666667,0.276011063616458,0.0923052757253125,0.368316339339583,0.1859857830755,0,0,63,64,"Spring",2013,0,NA,0
"65",2013-03-05,13.4225,13.734375,0,0,29.9599086160417,27.0418780410417,12.3333333333333,16.375,9.474375,13.1083333332708,14.6916666666667,12.5958333333333,0.139951983683917,0.155722217899396,0.295674201575,0.136163743378606,0,0,64,65,"Spring",2013,0,NA,0
"66",2013-03-06,16.0279166666667,16.43,0,0,21.7899820516667,19.1952843129787,12.1875,16.25,9.48291666666667,14.2020833333333,15.6104166666667,13.2125,0.111141072148271,0.214284228291064,0.327816381382979,0.0997848858559805,0,0,65,66,"Spring",2013,0,NA,0
"67",2013-03-07,14.3670833333333,14.7916666666667,0,0,26.3317537883333,23.4320475177083,11.75,15.8541666666667,9.49041666666667,14.0083333333333,15.6708333333333,13.6020833333333,0.075549953133125,0.243221683692083,0.318771636825,0.11207726252064,0,0,66,67,"Spring",2013,0,NA,0
"68",2013-03-08,8.35777083333333,8.56285416666667,8.89,9,68.137924639375,64.0900902333333,11.8541666666667,15.1666666666667,9.614375,11.5520833333333,13.9020833333333,13.6854166666667,0.159977052165417,0.112650487432396,0.272627539621667,0.236304442325355,1,8.89,67,68,"Spring",2013,67,67,67
"69",2013-03-09,2.862125,3.0015625,0,0,79.608242575625,75.4536226883333,16.8541666666667,15.8125,9.443125,7.03125,9.72083333333333,11.6208333333333,0.12757729318625,0.0960721965947917,0.223649489780833,0.244675508566183,0,0,68,69,"Spring",2013,0,68,68
"70",2013-03-10,6.17029166666667,6.3211875,0,0,64.2428405733333,60.1150794775,15.4791666666667,17.6875,9.60229166666667,9.13125,10.5583333333333,10.6104166666667,0.02975236062425,0.149900932588208,0.179653293216875,0.0864650612024827,0,0,69,70,"Spring",2013,0,69,69
"71",2013-03-11,10.2319166666667,10.6737083333333,0,0,37.6986530372917,33.4003957602083,14.7045454545455,17.9545454545455,9.57104166666667,10.5681818181818,11.9295454545455,11.1477272727273,0.0337152031997292,0.240234847385,0.2739500505875,0.142998348336405,0,0,70,71,"Spring",2013,0,70,70
"72",2013-03-12,14.2237916666667,14.8923958333333,0,0,27.1428335054167,23.1105322639167,14.4166666666667,17.8125,9.50583333333333,12.46875,13.3541666666667,11.9458333333333,-0.0316460802666667,0.333917618178333,0.302271537889583,0.135290763112371,0,0,71,72,"Spring",2013,0,71,71
"73",2013-03-13,17.5385416666667,18.1572916666667,0,0,17.2147189603542,14.0671531547083,14.2291666666667,17.8125,9.85541666666667,14.8208333333333,15.5583333333333,13.2125,0.0626183221777083,0.273379880476458,0.335998202654167,0.0943930119100349,0,0,72,73,"Spring",2013,0,NA,0
"74",2013-03-14,19.6522916666667,20.4697916666667,0,0,13.8334624249792,11.1504797653125,13.9166666666667,17.5833333333333,10.2814583333333,16.5104166666667,17.34375,14.5395833333333,0.0390033543938542,0.3722965459125,0.41129990029375,0.106916746121949,0,0,73,74,"Spring",2013,0,NA,0
"75",2013-03-15,20.7191666666667,21.4222916666667,0,0,12.6365247620833,10.3772182911875,13.375,17.3333333333333,10.3147916666667,17.325,18.3979166666667,15.5854166666667,0.119515923642292,0.448410007650417,0.567925931297917,0.146192199967162,0,0,74,75,"Spring",2013,0,NA,0
"76",2013-03-16,17.976875,18.7247916666667,0,0,15.2531532326667,12.523619719125,12.9583333333333,16.8333333333333,10.4427083333333,17.0041666666667,18.5541666666667,16.2604166666667,0.207553646058313,0.420840944297917,0.628394590354167,0.18466877421645,0,0,75,76,"Spring",2013,0,NA,0
"77",2013-03-17,16.0229166666667,16.5089583333333,0,0,17.3800288358333,15.122410965,12.2916666666667,16.3541666666667,10.6245833333333,16.1479166666667,17.9479166666667,16.2479166666667,-0.0185705278625,0.631831276041458,0.6132607481875,0.208874199198137,0,0,76,77,"Spring",2013,0,NA,0
"78",2013-03-18,15.1010416666667,15.6377083333333,0,0,25.3621723125,22.389622795625,11.9166666666667,15.9791666666667,10.6483333333333,16.33125,18.00625,16.19375,-0.271170023952083,0.843584476688333,0.57241445271875,0.152537613328298,0,0,77,78,"Spring",2013,0,NA,0
"79",2013-03-19,14.84625,15.435625,0,0,27.03262488375,23.8250460104167,11.4375,15.5833333333333,10.5983333333333,16.49375,18.2041666666667,16.4270833333333,-0.304274918962979,0.895247587735417,0.590972668772917,0.118161954095816,0,0,78,79,"Spring",2013,0,NA,0
"80",2013-03-20,16.1520833333333,16.4960869565217,0,0,24.761662240625,22.0604087008696,11.1875,15.2708333333333,10.680625,16.6229166666667,18.1208333333333,16.475,-0.109337100947563,0.714049396594783,0.657941310519565,0.145321297705759,0,0,79,80,"Spring",2013,0,NA,0
"81",2013-03-21,15.1039583333333,15.7929166666667,0,0,28.44538961,24.86123815125,10.5,14.7916666666667,10.810625,16.3833333333333,17.9854166666667,16.625,-0.16996703888375,0.817528203912917,0.647561164975,0.130881311439151,0,0,80,81,"Spring",2013,0,NA,0
"82",2013-03-22,15.3710416666667,15.4875,0,0,26.7378715485417,24.5401230391667,10.3541666666667,14.5,10.7691666666667,17.25,18.5541666666667,16.7729166666667,-0.0738138539529167,0.756597583214792,0.682783729239583,0.206119027865024,0,0,81,82,"Spring",2013,0,NA,0
"83",2013-03-23,12.22375,12.62625,0,0,26.728977030625,23.77951499625,9.89583333333333,14.2708333333333,10.7577083333333,15.9833333333333,18,16.8395833333333,-0.396271270005625,0.910145486702708,0.513874216716667,0.122578155243216,0,0,82,83,"Spring",2013,0,NA,0
"84",2013-03-24,12.2443958333333,12.8210625,0,0,14.0080550291667,11.7923820637917,9.41666666666667,13.8333333333333,10.843125,15.6145833333333,17.6479166666667,16.48125,-0.4669605842525,0.942338055879583,0.475377471604167,0.131673879364563,0,0,83,84,"Spring",2013,0,NA,0
"85",2013-03-25,13.9783333333333,14.4591666666667,0,0,15.9161638702083,13.8738679320833,9.27083333333333,13.5833333333333,10.9495833333333,16.3125,17.9104166666667,16.5104166666667,-0.532146180245833,1.00056104901875,0.468414868827083,0.119909151086181,0,0,84,85,"Spring",2013,0,NA,0
"86",2013-03-26,16.1308333333333,16.6358333333333,0,0,15.0079571721667,12.7510208662917,9,13.4583333333333,10.893125,17.5229166666667,18.7354166666667,16.9083333333333,-0.235581289855833,0.776631520587708,0.541050230710417,0.179480134385302,0,0,85,86,"Spring",2013,0,NA,0
"87",2013-03-27,16.8983333333333,17.3672916666667,0,0,17.8622676102083,15.4495397337292,8.47916666666667,13.2708333333333,10.9510416666667,17.7395833333333,19.0458333333333,17.38125,-0.258940200630979,0.769442009810417,0.5105018091625,0.10303989550458,0,0,86,87,"Spring",2013,0,NA,0
"88",2013-03-28,16.87125,17.4222916666667,0,0,22.4657093735417,19.803970245625,8.29166666666667,13.1458333333333,10.9772916666667,18.2604166666667,19.4270833333333,17.6229166666667,-0.401433499359417,0.901419160577083,0.499985661172917,0.114055139422892,0,0,87,88,"Spring",2013,0,NA,0
"89",2013-03-29,17.5639583333333,18.01625,0,0,20.1630417008333,17.6750438214583,8.0625,13.1458333333333,11.1175,19.7333333333333,20.8125,18.2354166666667,-0.291531982707708,0.799283124702708,0.507751142041667,0.129882195275479,0,0,88,89,"Spring",2013,0,NA,0
"90",2013-03-30,17.6954166666667,18.2241666666667,0,0,17.98164347125,15.61354922875,7.60416666666667,12.7708333333333,11.2166666666667,19.0854166666667,20.45,18.7729166666667,-0.221992448065417,0.733547363971875,0.511554915872917,0.103042068108809,0,0,89,90,"Spring",2013,0,NA,0
"91",2013-03-31,16.6458333333333,17.2975,0,0,23.4666888660417,20.5816635152083,7.5,12.5833333333333,11.2179166666667,19.475,20.7625,18.65625,-0.347541700291667,0.814845417087292,0.4673037168,0.113831002453453,0,0,90,91,"Spring",2013,0,NA,0
"92",2013-04-01,16.66625,17.2225,0,0,25.6742442285417,22.674644119375,7.33333333333333,12.5,11.2991666666667,19.8083333333333,21.3604166666667,19.1041666666667,-0.248138542157083,0.744315591147917,0.496177049008333,0.13555053508177,0,0,91,92,"Spring",2013,0,NA,0
"93",2013-04-02,14.0622916666667,14.5922916666667,0,0,22.051121565625,19.3919611494792,6.95833333333333,12.3541666666667,11.28,19.2875,21.275,19.3083333333333,-0.258407920115208,0.670119770886458,0.41171185076875,0.106419182564543,0,0,92,93,"Spring",2013,0,NA,0
"94",2013-04-03,15.036875,15.5854166666667,0,0,22.1451305027083,19.5577938939583,6.75,12.1041666666667,11.1860416666667,19.2270833333333,20.9875,19.1479166666667,-0.285501483120354,0.7031785486625,0.417677065516667,0.103406017798086,0,0,93,94,"Spring",2013,0,NA,0
"95",2013-04-04,18.0345833333333,18.5772916666667,0,0,18.6347122204167,16.4942772553542,6.625,11.9583333333333,11.1704166666667,19.83125,21.21875,19.3083333333333,-0.0399112051545833,0.554356917726875,0.514445712560417,0.130735642569404,0,0,94,95,"Spring",2013,0,NA,0
"96",2013-04-05,19.3,19.80375,0,0,17.3746149158333,15.1326081421458,6.54166666666667,12.125,11.11375,21.33125,22.4208333333333,19.75625,-0.006430085990625,0.580139767984167,0.573709681983333,0.130885521571025,0,0,95,96,"Spring",2013,0,NA,0
"97",2013-04-06,17.4227083333333,17.8145833333333,0,0,26.6622416589583,23.9255789529167,6.41666666666667,11.8958333333333,11.129375,21.35625,22.7583333333333,20.2708333333333,-0.0517549105320833,0.561069622112504,0.509314711610417,0.132391147960775,0,0,96,97,"Spring",2013,0,NA,0
